filename	nwords	av_freq	mattr	pos_prop	neg_prop
file00913.txt	540	6.4630066585163295	0.5978004073319761	0.02962962962962963	0.007407407407407408
file00907.txt	1150	6.901560673334553	0.7038328792007268	0.042608695652173914	0.010434782608695653
file00091.txt	512	6.393751295104267	0.6163714902807788	0.037109375	0.00390625
file00085.txt	691	6.9627300447642995	0.6154828660436155	0.053545586107091175	0.001447178002894356
file00708.txt	993	7.028782961890762	0.672224576271189	0.03423967774420947	0.012084592145015106
file00052.txt	897	7.025707398112538	0.6818632075471727	0.028985507246376812	0.011148272017837236
file00734.txt	440	6.716539275064638	0.6835805626598463	0.04772727272727273	0.0022727272727272726
file00720.txt	501	6.615718805834292	0.6977876106194696	0.023952095808383235	0.011976047904191617
file00046.txt	1222	7.212384726233147	0.6338789428815003	0.0220949263502455	0.01718494271685761
file00293.txt	939	7.053271848573424	0.6376404494382041	0.027689030883919063	0.012779552715654952
file01199.txt	775	6.548004406722451	0.6307988980716265	0.03612903225806452	0.01935483870967742
file00287.txt	1666	7.083569496375999	0.7622510822510795	0.042617046818727494	0.021608643457382955
file01172.txt	681	6.8964104356242	0.6496835443037985	0.05286343612334802	0.005873715124816446
file00278.txt	1108	6.9500950965732144	0.6972993389990587	0.042418772563176894	0.016245487364620937
file01166.txt	751	7.014522422590886	0.6419088319088342	0.019973368841544607	0.006657789613848202
file00536.txt	1069	6.74900311325488	0.5663529411764713	0.04583723105706267	0.026192703461178673
file00250.txt	1168	7.009058163720002	0.7301161751563918	0.030821917808219176	0.016267123287671232
file00244.txt	1332	7.047913425209304	0.6938113795791138	0.0518018018018018	0.025525525525525526
file00522.txt	1024	6.9924454663905315	0.640779487179488	0.060546875	0.005859375
file00481.txt	552	6.651738266303106	0.6708548707753476	0.059782608695652176	0.012681159420289856
file00495.txt	1279	6.73576395845779	0.6312845528455294	0.054730258014073496	0.033620015637216574
file01006.txt	938	6.978349657954423	0.64161979752531	0.023454157782515993	0.005330490405117271
file00318.txt	1337	7.177801311437368	0.7023447204968938	0.03889304412864622	0.011967090501121914
file01012.txt	560	6.908535970204137	0.6605088062622317	0.026785714285714284	0.007142857142857143
file00442.txt	1037	6.969765828045928	0.7285627530364371	0.040501446480231434	0.01253616200578592
file00324.txt	877	7.0960196602708825	0.7000483091787437	0.0330672748004561	0.01710376282782212
file00330.txt	1137	6.8385178229867885	0.7233272058823532	0.024626209322779244	0.016710642040457344
file00456.txt	697	6.946826630396238	0.633086419753088	0.027259684361549498	0.005738880918220947
file00867.txt	672	6.65583358178963	0.68478330658106	0.052083333333333336	0.00744047619047619
file00873.txt	1109	7.157519015126776	0.693207547169812	0.032461677186654644	0.014427412082957619
file00683.txt	692	6.754266038381657	0.7081493001555218	0.030346820809248554	0.0072254335260115606
file00697.txt	1569	6.841124344536492	0.6980789473684201	0.03760356915232632	0.018483110261312937
file01204.txt	1386	6.980226387632695	0.7516828721017181	0.05194805194805195	0.011544011544011544
file00668.txt	920	6.850687364050976	0.6813777267508629	0.042391304347826085	0.013043478260869565
file01210.txt	910	7.2056392800861495	0.6741231126596965	0.031868131868131866	0.006593406593406593
file00126.txt	1132	6.713134008556607	0.7334810710988017	0.0353356890459364	0.011484098939929329
file01238.txt	1561	7.172804116820824	0.7046560846560868	0.04484304932735426	0.017937219730941704
file00898.txt	739	6.79968793873233	0.6564637681159444	0.036535859269282815	0.013531799729364006
file00640.txt	1375	7.079772038101811	0.6709954751131195	0.05090909090909091	0.012363636363636363
file00654.txt	1328	6.977417128264547	0.7004847537138362	0.04141566265060241	0.018072289156626505
file00132.txt	1119	7.145851773530498	0.6681308411214942	0.03663985701519214	0.016979445933869526
file00655.txt	830	7.3038412699008095	0.6307298335467373	0.02530120481927711	0.004819277108433735
