filename	Score	nwords	av_freq	mattr	pos_prop	neg_prop
file00737.txt	3	473	6.628189155	0.626792453	0.00845666	0.00422833
file00051.txt	7	1456	7.214638704	0.660653873	0.021291209	0.029532967
file00284.txt	5	1057	6.863694184	0.726666667	0.049195837	0.022705771
file00290.txt	5	929	7.167125179	0.704545455	0.044133477	0.015069968
file01165.txt	4	652	7.050526759	0.588623549	0.016871166	0.007668712
file01171.txt	3	578	6.897969824	0.609981096	0.05017301	0.003460208
file00509.txt	5	1154	7.107198075	0.657049774	0.038994801	0.006065858
file00521.txt	6	1054	7.030870254	0.722865672	0.065464896	0.020872865
file00247.txt	5	980	7.117493643	0.66236305	0.029591837	0.015306122
file01159.txt	4	821	6.889278012	0.700466321	0.048721072	0.009744214
file00253.txt	9	1054	7.109575504	0.744318408	0.033206831	0.023719165
file00535.txt	4	879	6.893169302	0.54173494	0.055745165	0.003412969
file00496.txt	6	895	6.933634299	0.716359338	0.034636872	0.024581006
file00482.txt	5	843	7.141259162	0.745642317	0.024911032	0.007117438
file00469.txt	6	934	7.20150692	0.729355932	0.053533191	0.017130621
file01011.txt	4	402	6.717157177	0.726288952	0.02238806	0.012437811
file01005.txt	4	941	6.608870708	0.609775785	0.031880978	0.007438895
file00455.txt	4	1206	6.979879339	0.598288678	0.035655058	0.006633499
file00333.txt	4	695	6.801342871	0.702631579	0.057553957	0.008633094
file01039.txt	4	1020	7.083125211	0.602471679	0.037254902	0.011764706
file00327.txt	7	800	6.982155251	0.726338216	0.03375	0.01125
file00441.txt	6	1045	7.208145294	0.685903614	0.026794258	0.018181818
file00870.txt	6	808	6.893102311	0.694413702	0.043316832	0.003712871
file00864.txt	4	762	6.923906164	0.674530154	0.039370079	0.007874016
file00694.txt	5	1171	7.099027656	0.701194296	0.030742955	0.014517506
file00680.txt	3	656	6.997823808	0.57169687	0.018292683	0.009146341
file00858.txt	4	789	6.847699964	0.672	0.040557668	0.011406844
file01213.txt	8	1643	7.015175454	0.721907152	0.051125989	0.010955569
file00119.txt	4	797	7.014039209	0.62171123	0.031367629	0.007528231
file01207.txt	8	1471	7.1103548	0.675555556	0.03942896	0.010197145
file00131.txt	6	905	7.13310975	0.65932243	0.022099448	0.017679558
file00657.txt	8	1201	7.081094258	0.72734375	0.038301415	0.002497918
file00643.txt	5	1005	7.051689751	0.645083682	0.023880597	0.020895522
file00125.txt	5	941	6.96055495	0.696928251	0.020191286	0.012752391
file00642.txt	5	903	6.967920522	0.654847775	0.044296788	0.00110742
file00124.txt	4	806	6.951633745	0.688428005	0.034739454	0.007444169
file00130.txt	5	1284	6.968313656	0.64059919	0.021806854	0.009345794
file00656.txt	6	1131	6.930571534	0.672624769	0.043324492	0.006189213
file01206.txt	8	1214	6.981619675	0.729253219	0.037067545	0.011532125
file00118.txt	6	1032	7.280763642	0.663296033	0.031976744	0.014534884
file01212.txt	7	906	7.096488221	0.704387398	0.033112583	0.011037528
file00859.txt	3	356	6.588121393	0.679348534	0.025280899	0.011235955
file00681.txt	5	1239	6.913807056	0.694857143	0.041162228	0.002421308
file00695.txt	7	1147	7.060191888	0.660236794	0.025283348	0.032258065
file00865.txt	3	590	6.970973442	0.677375231	0.050847458	0.005084746
file00871.txt	4	997	6.806434467	0.592257384	0.022066199	0.012036108
file00326.txt	6	888	6.800281039	0.723265793	0.054054054	0.01463964
file01038.txt	4	821	6.661860399	0.679378238	0.03410475	0.013398295
file00440.txt	6	1103	6.852926941	0.710322581	0.042611061	0.011786038
file00454.txt	3	769	6.980253663	0.591611111	0.032509753	0.00390117
file00332.txt	9	1080	6.95532025	0.726071775	0.032407407	0.018518519
file01004.txt	5	1151	6.978609335	0.627549909	0.059079062	0.019113814
file00468.txt	3	782	6.89564084	0.637762619	0.033248082	0.003836317
file01010.txt	5	999	6.817062552	0.695768421	0.03003003	0.006006006
file00483.txt	4	564	6.920728567	0.677087379	0.037234043	0.007092199
file00497.txt	4	813	7.056981076	0.650287958	0.054120541	0.011070111
file00252.txt	8	1333	7.04018086	0.710498442	0.037509377	0.018754689
file00534.txt	5	912	6.970613162	0.653117034	0.040570175	0.006578947
file00520.txt	5	1077	7.174689292	0.684416342	0.04363974	0.008356546
file01158.txt	6	1007	7.005947707	0.640501044	0.035749752	0.012909633
file00246.txt	1	104	5.365106545	0.650909091	0.057692308	0
file01170.txt	4	695	7.137823318	0.677925697	0.035971223	0.008633094
file00508.txt	6	1079	7.100371955	0.658504854	0.048192771	0.006487488
file01164.txt	3	510	6.777486133	0.684078091	0.054901961	0.025490196
file00291.txt	4	937	7.185272235	0.647927928	0.016008538	0.004268943
file00285.txt	7	1317	7.013454164	0.719195584	0.031131359	0.018223235
file00736.txt	5	982	7.149848701	0.636270096	0.046843177	0.013238289
file00050.txt	4	507	6.62857537	0.641004367	0.027613412	0.013806706
file00044.txt	7	935	7.168935116	0.658961625	0.044919786	0.006417112
file00722.txt	4	591	7.099888155	0.592066421	0.03891709	0.013536379
file00078.txt	5	1068	7.287158833	0.623179588	0.033707865	0.004681648
file00093.txt	6	771	6.981120819	0.628116343	0.049286641	0.009079118
file00087.txt	6	1088	7.077152935	0.722752647	0.057904412	0.008272059
file00939.txt	5	1069	7.078556442	0.657588235	0.023386342	0.003741815
file00911.txt	4	848	7.035920216	0.623654568	0.036556604	0.010613208
file00905.txt	4	675	6.783731343	0.682044728	0.053333333	0.016296296
file00083.txt	4	730	6.942866259	0.633362702	0.04109589	0.008219178
file00097.txt	4	597	6.788720338	0.628905109	0.045226131	0.015075377
file00929.txt	3	738	6.948295614	0.589433962	0.024390244	0.010840108
file00901.txt	5	880	7.020465334	0.707436823	0.029545455	0.007954545
file00915.txt	4	721	6.642559243	0.605238095	0.024965326	0.0110957
file00726.txt	4	578	7.019072492	0.651795841	0.038062284	0.006920415
file00040.txt	4	671	6.755498429	0.679131833	0.043219076	0.01490313
file00054.txt	7	1466	7.163427606	0.716993649	0.025920873	0.008185539
file00732.txt	4	800	7.065782897	0.614567244	0.0275	0.00625
file00068.txt	4	1172	7.048882239	0.613072128	0.030716724	0.005972696
file00281.txt	4	1111	7.134226772	0.620677966	0.02070207	0.01710171
file00295.txt	5	864	6.902041513	0.670306748	0.027777778	0.028935185
file00242.txt	4	749	6.931092014	0.686171429	0.037383178	0.016021362
file00524.txt	5	1234	7.035785464	0.727189873	0.03808752	0.012155592
file00530.txt	3	426	6.752505927	0.681485411	0.037558685	0.004694836
file00256.txt	3	578	6.265810284	0.694404537	0.069204152	0.015570934
file01148.txt	5	755	6.669509937	0.696345609	0.034437086	0.009271523
file01160.txt	3	765	6.637522716	0.589469274	0.024836601	0.002614379
file00518.txt	5	791	6.745007169	0.684204852	0.044247788	0.008849558
file01174.txt	7	1203	7.185630851	0.671369151	0.014962594	0.007481297
file00493.txt	3	517	6.609129988	0.604700855	0.01934236	0.013539652
file00487.txt	4	486	6.690254249	0.652768879	0.043209877	0.002057613
file01028.txt	5	873	7.164463082	0.661674757	0.049255441	0.003436426
file00336.txt	5	1019	6.849628104	0.703814433	0.049067713	0.00686948
file00450.txt	3	510	6.976073665	0.601691974	0.041176471	0.001960784
file00444.txt	4	894	7.028216788	0.604662722	0.031319911	0.007829978
file00322.txt	5	994	7.170608443	0.610857143	0.034205231	0.010060362
file01014.txt	4	888	6.577041683	0.603694875	0.047297297	0.009009009
file00478.txt	4	597	6.984039252	0.600510949	0.031825796	0.005025126
file01000.txt	3	673	6.749064188	0.579487179	0.060921248	0.008915305
file00691.txt	5	945	7.06901263	0.702098214	0.035978836	0.012698413
file00849.txt	4	853	6.847120658	0.686766169	0.028135991	0.011723329
file00685.txt	4	648	7.002886105	0.659899833	0.032407407	0.009259259
file00875.txt	5	1044	6.91699113	0.649969849	0.024904215	0.016283525
file00861.txt	6	944	7.082178375	0.684849162	0.020127119	0.012711864
file00652.txt	8	1451	7.141695911	0.698416548	0.024810476	0.014472777
file00134.txt	6	716	6.971264401	0.683808096	0.036312849	0.01396648
file00120.txt	3	382	6.254988624	0.730570571	0.054973822	0.007853403
file00646.txt	3	492	6.670033675	0.598690745	0.028455285	0.006097561
file00108.txt	5	1390	6.652944853	0.614899329	0.050359712	0.026618705
file01216.txt	8	1231	6.973836162	0.692876481	0.041429732	0.011372868
file01202.txt	8	1433	7.025184536	0.723135838	0.036985345	0.012561061
file01203.txt	9	2046	7.225810398	0.737346019	0.035679374	0.01026393
file01217.txt	7	1504	6.985891052	0.680714777	0.059840426	0.005984043
file00109.txt	7	1309	7.026116877	0.671126984	0.024446142	0.013750955
file00121.txt	5	717	6.767565026	0.659670659	0.029288703	0.008368201
file00647.txt	4	939	6.717461703	0.643910112	0.052183174	0.002129925
file00653.txt	5	964	7.189554725	0.663431694	0.041493776	0.003112033
file00135.txt	5	993	7.067632956	0.656355932	0.035246727	0.012084592
file00860.txt	4	802	7.144973797	0.585737052	0.027431421	0.004987531
file00874.txt	8	1048	6.927054172	0.770650651	0.041030534	0.016221374
file00684.txt	4	548	6.888900928	0.605490982	0.023722628	0.003649635
file00848.txt	5	1033	6.944086061	0.712906504	0.03678606	0.004840271
file00690.txt	4	741	7.052238446	0.68716763	0.048582996	0.013495277
file00479.txt	4	628	7.376019064	0.578687392	0.01910828	0.006369427
file01001.txt	4	751	6.85978249	0.667435897	0.046604527	0.007989348
file01015.txt	5	937	6.872523943	0.64954955	0.054429029	0.009605123
file00445.txt	4	568	6.471104638	0.683737958	0.065140845	0.008802817
file00323.txt	8	1274	7.027698096	0.729681633	0.033751962	0.019623234
file00337.txt	6	941	6.865706811	0.698295964	0.05738576	0.009564293
file01029.txt	6	1085	7.066253598	0.691640927	0.035023041	0.012903226
file00451.txt	3	673	6.647528734	0.636442308	0.014858841	0.008915305
file00486.txt	3	428	6.936384091	0.573931398	0.028037383	0.007009346
file00492.txt	2	202	6.315814049	0.639215686	0.03960396	0
file01175.txt	7	1516	7.082638195	0.639154738	0.0323219	0.007255937
file01161.txt	4	521	6.976939702	0.656822034	0.028790787	0.001919386
file00519.txt	5	1168	7.145454024	0.701340483	0.047945205	0.008561644
file00531.txt	4	756	6.998304377	0.604526167	0.027777778	0.007936508
file01149.txt	4	746	6.793208767	0.658192253	0.040214477	0.002680965
file00257.txt	5	1099	7.246752484	0.661333333	0.032757052	0.002729754
file00243.txt	5	884	7.01138384	0.690538922	0.030542986	0.015837104
file00525.txt	5	894	6.857625833	0.652023669	0.027964206	0.010067114
file00294.txt	4	810	7.067779732	0.675269382	0.025925926	0.009876543
file00280.txt	5	1106	6.788412794	0.645998108	0.043399638	0.005424955
file00069.txt	5	728	6.90757397	0.635463918	0.019230769	0.001373626
file00055.txt	5	1025	6.846798006	0.67567623	0.035121951	0.010731707
file00733.txt	3	574	6.707828521	0.56567619	0.041811847	0.012195122
file00727.txt	3	402	6.787562829	0.698130312	0.05721393	0
file00041.txt	5	777	6.958101476	0.707307692	0.032175032	0
file00914.txt	3	457	6.760600431	0.567794118	0.059080963	0.008752735
file00900.txt	6	1317	7.006424258	0.758485804	0.027334852	0.012148823
file00096.txt	5	1001	7.371177633	0.650840336	0.018981019	0.017982018
file00928.txt	4	723	7.046017812	0.609228487	0.031811895	0.015214385
file00082.txt	3	644	7.041833306	0.641310924	0.041925466	0.007763975
file00094.txt	4	722	6.873413799	0.637741456	0.03601108	0.012465374
file00080.txt	4	723	6.88059502	0.652908012	0.053941909	0.011065007
file00916.txt	4	917	6.946995705	0.646820276	0.046892039	0.007633588
file00902.txt	7	1188	7.006140093	0.741966637	0.038720539	0.011784512
file00731.txt	3	543	6.767579183	0.66388664	0.036832413	0.003683241
file00057.txt	7	1223	7.057335004	0.719914821	0.035159444	0.002452984
file00043.txt	4	772	6.845420921	0.610816044	0.03238342	0.011658031
file00725.txt	4	628	6.62547999	0.646770294	0.071656051	0.007961783
file00719.txt	4	817	6.97968379	0.648072917	0.026927785	0.013463892
file01188.txt	9	1581	7.10699573	0.713120104	0.034788109	0.01201771
file00296.txt	4	1051	6.958770417	0.66992016	0.049476689	0.006660324
file00282.txt	5	916	6.926312919	0.656655133	0.045851528	0.015283843
file00255.txt	7	986	7.077354466	0.731632871	0.040567951	0.014198783
file00533.txt	4	726	7.026607034	0.545317578	0.045454545	0.009641873
file00527.txt	2	205	6.180718908	0.679615385	0.048780488	0.014634146
file00241.txt	4	683	6.852993187	0.679274448	0.032210835	0.01317716
file00269.txt	4	649	6.781108482	0.711366667	0.030816641	0.01540832
file01177.txt	5	1314	7.059464552	0.662071146	0.051750381	0.011415525
file01163.txt	3	549	6.493294251	0.68096	0.06557377	0.016393443
file00484.txt	3	308	6.648284917	0.622239382	0.038961039	0.003246753
file00490.txt	4	667	6.641158624	0.676699029	0.037481259	0.020989505
file00321.txt	6	850	6.908884482	0.71855181	0.051764706	0.010588235
file00447.txt	3	439	6.698763732	0.637025641	0.025056948	0.004555809
file00453.txt	5	741	6.801290696	0.621098266	0.044534413	0.033738192
file00335.txt	4	602	6.895648357	0.698770344	0.041528239	0.014950166
file01003.txt	5	825	7.011361855	0.722319588	0.03030303	0.013333333
file01017.txt	5	986	6.866055841	0.643329776	0.048681542	0.014198783
file00309.txt	4	816	6.688773477	0.696479791	0.034313725	0.009803922
file00686.txt	4	954	7.120032975	0.648464088	0.024109015	0.008385744
file00692.txt	3	491	6.549963688	0.646515837	0.030549898	0.00814664
file00862.txt	5	1090	6.905950633	0.731392891	0.037614679	0.006422018
file00876.txt	5	1127	7.097225726	0.679387755	0.036379769	0.015971606
file00645.txt	4	1049	6.769291388	0.70262	0.022878932	0.0085796
file00123.txt	5	803	6.733196535	0.747506631	0.03237858	0.01494396
file00137.txt	4	437	7.032631496	0.667731959	0.052631579	0.006864989
file01229.txt	8	1025	6.886337711	0.682192623	0.091707317	0.010731707
file00889.txt	5	827	6.895094001	0.672313625	0.045949214	0.012091898
file00651.txt	6	1229	7.078286855	0.617254237	0.036615134	0.007323027
file00679.txt	5	970	6.904116552	0.712920738	0.044329897	0.026804124
file01201.txt	4	705	6.780451858	0.634634146	0.026950355	0.004255319
file01215.txt	8	1476	6.82164042	0.69880869	0.030487805	0.010162602
file01214.txt	8	1317	6.926665871	0.72807571	0.040242976	0.01063022
file00678.txt	4	1275	7.099946996	0.597536705	0.029803922	0.014901961
file01200.txt	4	579	6.907589993	0.576981132	0.025906736	0.003454231
file01228.txt	8	962	7.000227121	0.717721796	0.066528067	0.012474012
file00136.txt	6	1447	7.075715552	0.630114449	0.025570145	0.01796821
file00650.txt	7	1165	7.037733952	0.681326165	0.030901288	0.010300429
file00888.txt	4	584	6.958720205	0.611252336	0.020547945	0.003424658
file00644.txt	4	1059	6.944608417	0.677663366	0.030217186	0.009442871
file00122.txt	6	1381	6.968416365	0.696981982	0.031136857	0.018826937
file00877.txt	6	1337	7.302893724	0.631335404	0.032161556	0.007479432
file00863.txt	5	933	6.763768382	0.716832579	0.043944266	0.020364416
file00693.txt	4	610	6.444579724	0.690552585	0.059016393	0.001639344
file00687.txt	4	739	7.050800301	0.600695652	0.036535859	0
file00308.txt	6	886	7.003772014	0.660573477	0.028216704	0.007900677
file01016.txt	4	882	6.826423599	0.695870348	0.036281179	0.011337868
file01002.txt	5	1073	6.800170205	0.647460938	0.018639329	0.01304753
file00452.txt	3	559	6.48545644	0.698784314	0.037567084	0.010733453
file00334.txt	5	619	6.843482048	0.677157895	0.04361874	0.001615509
file00320.txt	8	1224	7.097443093	0.680357447	0.057189542	0.016339869
file00446.txt	3	367	6.364954138	0.673899371	0.029972752	0.005449591
file00491.txt	7	863	6.906248526	0.758918919	0.044032445	0.020857474
file00485.txt	4	565	6.910900756	0.696821705	0.03539823	0.003539823
file01162.txt	4	549	6.906258471	0.66428	0.056466302	0.001821494
file01176.txt	7	1430	7.071562079	0.703403331	0.027272727	0.012587413
file00268.txt	4	556	6.582801689	0.724220907	0.039568345	0.005395683
file00526.txt	4	490	6.951157412	0.633922902	0.042857143	0.006122449
file00240.txt	4	951	6.864716561	0.630443459	0.030494217	0.012618297
file00254.txt	6	985	6.797248843	0.71267094	0.070050761	0.006091371
file00532.txt	4	807	7.009537639	0.656754617	0.033457249	0.003717472
file00283.txt	4	617	7.033605496	0.673697183	0.04376013	0.011345219
file00297.txt	5	1232	6.874862779	0.679492815	0.038149351	0.021103896
file01189.txt	6	1057	6.998311927	0.705615079	0.02743614	0.009460738
file00718.txt	3	516	6.673547667	0.680214133	0.060077519	0.001937984
file00042.txt	6	764	7.181095224	0.688615385	0.048429319	0.019633508
file00724.txt	4	868	6.876578752	0.707960928	0.036866359	0.023041475
file00730.txt	3	340	6.534426732	0.660137457	0.073529412	0
file00056.txt	4	1020	7.024076193	0.614809475	0.02745098	0.01372549
file00903.txt	4	752	6.737647532	0.621081081	0.029255319	0.005319149
file00917.txt	4	885	6.956609669	0.658205742	0.024858757	0.004519774
file00081.txt	5	780	7.065625199	0.656771546	0.015384615	0.01025641
file00095.txt	5	742	6.96741975	0.674025974	0.039083558	0.004043127
file00970.txt	4	846	6.790557303	0.676863237	0.028368794	0.002364066
file00964.txt	4	1006	6.814565314	0.640794148	0.036779324	0.010934394
file00794.txt	5	801	6.963200278	0.665984043	0.024968789	0.013732834
file00958.txt	2	225	6.219508752	0.697840909	0.084444444	0.004444444
file00780.txt	7	1435	7.229892441	0.637705628	0.031358885	0.01184669
file00019.txt	6	965	7.067395577	0.660349345	0.050777202	0.011398964
file00757.txt	3	514	7.02669611	0.564602151	0.040856031	0.003891051
file00031.txt	4	760	7.131699883	0.571533052	0.025	0.001315789
file00025.txt	6	807	7.044038253	0.723614776	0.054522924	0.003717472
file00743.txt	7	900	6.941107378	0.741292597	0.05	0.018888889
file00596.txt	5	1054	7.221007986	0.638646766	0.034155598	0.003795066
file00582.txt	3	467	6.416132914	0.722392344	0.053533191	0.038543897
file01111.txt	4	805	6.748510831	0.69547619	0.039751553	0.013664596
file00569.txt	2	209	6.014733186	0.702125	0.033492823	0.014354067
file01105.txt	3	822	6.660662455	0.564372574	0.03163017	0.008515815
file00233.txt	2	190	6.536265951	0.768652482	0.042105263	0.005263158
file00555.txt	4	813	7.021667696	0.692120419	0.05904059	0.009840098
file00541.txt	3	549	6.388590946	0.66088	0.063752277	0.007285974
file00227.txt	6	1029	7.072574962	0.682326531	0.044703596	0.012633625
file01139.txt	2	352	6.622441632	0.62660066	0.03125	0.008522727
file00384.txt	4	543	6.795697284	0.61145749	0.049723757	0.003683241
file00390.txt	3	696	7.019732841	0.682967543	0.027298851	0.005747126
file01065.txt	4	860	6.891684556	0.661233046	0.019767442	0.008139535
file00409.txt	3	386	6.390528697	0.695727003	0.062176166	0.007772021
file01071.txt	4	887	6.864844902	0.648281623	0.028184893	0.004509583
file01059.txt	3	509	6.867690573	0.660869565	0.049115914	0.009823183
file00347.txt	6	939	7.079265354	0.734067416	0.034078807	0.015974441
file00421.txt	5	786	7.144255354	0.66119403	0.03307888	0.011450382
file00435.txt	4	851	6.86630741	0.586683292	0.044653349	0.003525264
file00353.txt	5	1112	7.047371975	0.676425212	0.018884892	0.026079137
file00804.txt	4	1070	6.711349883	0.608383937	0.031775701	0.007476636
file00810.txt	6	1714	7.071527695	0.648372372	0.025087515	0.016336056
file00838.txt	8	1689	6.881756555	0.705536585	0.040852575	0.017761989
file00186.txt	6	901	7.05176532	0.723802817	0.045504994	0.009988901
file00192.txt	5	768	7.08838067	0.640862309	0.022135417	0.00390625
file00179.txt	2	311	6.496100877	0.668549618	0.048231511	0.006430868
file01267.txt	9	1591	7.122388768	0.757055772	0.028912634	0.011942175
file01273.txt	9	1305	7.079179408	0.760812102	0.039846743	0.009961686
file00623.txt	6	1218	6.865977608	0.746946108	0.027093596	0.009852217
file00145.txt	5	853	7.023169976	0.714900498	0.025791325	0.012895662
file00151.txt	6	1483	6.806372224	0.731896792	0.042481457	0.023600809
file00637.txt	4	697	6.939911347	0.646296296	0.048780488	0.015781923
file00150.txt	5	1133	7.182615252	0.607177122	0.031774051	0.0070609
file00636.txt	4	622	6.795564195	0.688830716	0.046623794	0.011254019
file00622.txt	4	673	6.647675267	0.64474359	0.038632987	0.011887073
file00144.txt	5	1647	6.880570861	0.678097622	0.035822708	0.023679417
file01272.txt	9	1262	7.016722366	0.762440231	0.028526149	0.013470681
file01266.txt	8	1227	6.920647458	0.768251273	0.060309698	0.007334963
file00178.txt	5	760	6.931025158	0.652855134	0.025	0.010526316
file00193.txt	4	916	7.08294823	0.636286044	0.030567686	0.016375546
file00839.txt	6	1267	7.185009057	0.671954023	0.030781373	0.009471192
file00187.txt	4	1166	6.853778311	0.679982095	0.048885077	0.006861063
file00811.txt	4	951	6.639181448	0.717627494	0.048370137	0.007360673
file00805.txt	3	929	7.004351284	0.551590909	0.031216362	0.009687836
file00434.txt	3	319	6.956453784	0.68437037	0.059561129	0
file00352.txt	6	866	6.747671445	0.716352509	0.043879908	0.019630485
file00346.txt	9	1152	6.927495939	0.690462375	0.075520833	0.012152778
file01058.txt	4	648	6.689281243	0.681135225	0.055555556	0.00462963
file00420.txt	4	795	7.0038502	0.631313673	0.050314465	0.012578616
file00408.txt	4	592	6.937216001	0.605782689	0.025337838	0.001689189
file01070.txt	5	975	7.061375885	0.69838013	0.036923077	0.007179487
file01064.txt	4	951	6.80267267	0.660088692	0.030494217	0.012618297
